"biomass","temperature","taxa"
"2178.60676779751","1","NZMS"
"2176.0677502556","1","NZMS"
"2175.84892918909","1","NZMS"
"2170.02669253758","1","NZMS"
"2171.89715247089","1","NZMS"
"2167.80558368464","1","NZMS"
"2172.08214665363","1","NZMS"
"2179.60509675481","1","NZMS"
"2177.91909080325","1","NZMS"
"2176.11756521567","1","NZMS"
"2169.67992871301","1","NZMS"
"2174.40655807389","1","NZMS"
"2180.63346549508","1","NZMS"
"2179.4724605557","1","NZMS"
"2177.82211440851","1","NZMS"
"2172.9776792825","1","NZMS"
"2176.74830166248","1","NZMS"
"2174.40238998089","1","NZMS"
"2185.73678668696","1","NZMS"
"2168.07872989912","1","NZMS"
"2182.97331106027","1","NZMS"
"2181.08940629237","1","NZMS"
"2173.10349243439","1","NZMS"
"2173.1316282555","1","NZMS"
"2170.07734882942","1","NZMS"
"2167.80099516797","1","NZMS"
"2181.90112740803","1","NZMS"
"2176.71733367139","1","NZMS"
"2183.77866506368","1","NZMS"
"2177.21324616707","1","NZMS"
"2168.53595449383","1","NZMS"
"2174.44582838109","1","NZMS"
"2170.75698049382","1","NZMS"
"2174.27343650953","1","NZMS"
"2176.87214896117","1","NZMS"
"2169.69611307226","1","NZMS"
"2172.54504408495","1","NZMS"
"2172.2633418372","1","NZMS"
"2179.43383803516","1","NZMS"
"2169.87831868431","1","NZMS"
"2172.21813254054","1","NZMS"
"2178.72528529652","1","NZMS"
"2173.49709692172","1","NZMS"
"2178.66483726613","1","NZMS"
"2174.38155732155","1","NZMS"
"2167.49318061501","1","NZMS"
"2179.69843126266","1","NZMS"
"2184.4821198348","1","NZMS"
"2178.51322690604","1","NZMS"
"2178.22147227445","1","NZMS"
"2174.44192834065","1","NZMS"
"2174.03415087801","1","NZMS"
"2177.8119487109","1","NZMS"
"2180.65084902987","1","NZMS"
"2181.68405022352","1","NZMS"
"2178.28583573085","1","NZMS"
"2176.13447790343","1","NZMS"
"2181.46343441971","1","NZMS"
"2181.89163460658","1","NZMS"
"2175.07460513743","1","NZMS"
"2179.36254489752","1","NZMS"
"2184.3045929359","1","NZMS"
"2174.50280912379","1","NZMS"
"2173.62259724587","1","NZMS"
"2176.85667360944","1","NZMS"
"2185.68319074031","1","NZMS"
"2175.02692957648","1","NZMS"
"2172.17015642684","1","NZMS"
"2183.64336740853","1","NZMS"
"2172.80024715025","1","NZMS"
"2180.35601128827","1","NZMS"
"2178.42783990787","1","NZMS"
"2174.17502580169","1","NZMS"
"2174.28889090184","1","NZMS"
"2167.16221781329","1","NZMS"
"2174.45094102767","1","NZMS"
"2176.44381257098","1","NZMS"
"2180.12081081761","1","NZMS"
"2177.42475069024","1","NZMS"
"2177.70573796801","1","NZMS"
"2173.89752964519","1","NZMS"
"2177.15209092189","1","NZMS"
"2180.54287206416","1","NZMS"
"2172.66969395631","1","NZMS"
"2176.47873817936","1","NZMS"
"2186.16501090629","1","NZMS"
"2181.94718176385","1","NZMS"
"2168.80757231417","1","NZMS"
"2180.10917851682","1","NZMS"
"2175.78550654004","1","NZMS"
"2173.99912545152","1","NZMS"
"2179.98190366443","1","NZMS"
"2177.43867824626","1","NZMS"
"2174.36926779078","1","NZMS"
"2176.25956749963","1","NZMS"
"2169.30457666969","1","NZMS"
"2170.45960875262","1","NZMS"
"2180.73760605834","1","NZMS"
"2178.69981043926","1","NZMS"
"2171.74527785098","1","NZMS"
"2177.08374441867","1","NZMS"
"2186.86208525979","1","NZMS"
"2182.18563854674","1","NZMS"
"2168.52021871337","1","NZMS"
"2181.39078795824","1","NZMS"
"2177.52556066182","1","NZMS"
"2180.25019288245","1","NZMS"
"2182.17189895668","1","NZMS"
"2170.39261114743","1","NZMS"
"2174.42833750513","1","NZMS"
"2174.40990858615","1","NZMS"
"2177.38210640392","1","NZMS"
"2183.36054145434","1","NZMS"
"2180.91041022504","1","NZMS"
"2175.43953386364","1","NZMS"
"2176.31585838859","1","NZMS"
"2183.46740037983","1","NZMS"
"2182.73109766598","1","NZMS"
"2168.96149617728","1","NZMS"
"2179.78290992008","1","NZMS"
"2169.11793362957","1","NZMS"
"2174.3465463534","1","NZMS"
"2175.85255665085","1","NZMS"
"2178.45093913851","1","NZMS"
"2170.59259821967","1","NZMS"
"2177.94312412471","1","NZMS"
"2178.67503499217","1","NZMS"
"2176.38308773689","1","NZMS"
"2183.93024792207","1","NZMS"
"2185.17821624757","1","NZMS"
"2177.75391208512","1","NZMS"
"2179.94257297682","1","NZMS"
"2186.08472724669","1","NZMS"
"2170.26949000227","1","NZMS"
"2178.41721247246","1","NZMS"
"2172.98769810022","1","NZMS"
"2177.33123479353","1","NZMS"
"2181.89176994522","1","NZMS"
"2170.91846515747","1","NZMS"
"2172.4805467869","1","NZMS"
"2178.30906399029","1","NZMS"
"2172.90203054519","1","NZMS"
"2172.72942157883","1","NZMS"
"2176.26996515229","1","NZMS"
"2179.72521735259","1","NZMS"
"2181.47601423129","1","NZMS"
"2178.34515303884","1","NZMS"
"2174.61875048631","1","NZMS"
"2179.81952939915","1","NZMS"
"2175.62848371994","1","NZMS"
"2180.65862860811","1","NZMS"
"2179.88323396173","1","NZMS"
"2175.34339556959","1","NZMS"
"2171.91340050146","1","NZMS"
"2177.49663907644","1","NZMS"
"2171.38773011999","1","NZMS"
"2178.90896889176","1","NZMS"
"2176.32503067563","1","NZMS"
"2175.3693021824","1","NZMS"
"2171.74943429632","1","NZMS"
"2172.470294088","1","NZMS"
"2177.20826143068","1","NZMS"
"2172.33948836916","1","NZMS"
