"percapita","temperature","taxa"
"0.617979649034933","1","NZMS"
"0.617906421027367","1","NZMS"
"0.621783398839504","1","NZMS"
"0.626742192847887","1","NZMS"
"0.632045706876517","1","NZMS"
"0.638514598241991","1","NZMS"
"0.625791698181855","1","NZMS"
"0.612431774700268","1","NZMS"
"0.60719065012543","1","NZMS"
"0.606361393063091","1","NZMS"
"0.602798584132737","1","NZMS"
"0.599951519980597","1","NZMS"
"0.598732203053604","1","NZMS"
"0.596868218034337","1","NZMS"
"0.602756413622295","1","NZMS"
"0.612708329538634","1","NZMS"
"0.619774772750768","1","NZMS"
"0.634144172428169","1","NZMS"
"0.645176658677247","1","NZMS"
"0.661237920104775","1","NZMS"
"0.667942459377264","1","NZMS"
"0.657663858443933","1","NZMS"
"0.646231839538215","1","NZMS"
"0.630087459151894","1","NZMS"
"0.624132171002219","1","NZMS"
"0.618183377002947","1","NZMS"
"0.620418751972166","1","NZMS"
"0.621716509616857","1","NZMS"
"0.625203945252744","1","NZMS"
"0.629936544378054","1","NZMS"
"0.635145000317071","1","NZMS"
"0.641511242390423","1","NZMS"
"0.626620368418168","1","NZMS"
"0.612032741035822","1","NZMS"
"0.60718238656434","1","NZMS"
"0.605435574509219","1","NZMS"
"0.603324620526847","1","NZMS"
"0.598458949317943","1","NZMS"
"0.599508832394614","1","NZMS"
"0.595743369865478","1","NZMS"
"0.603107176353097","1","NZMS"
"0.612006999633741","1","NZMS"
"0.61932592143704","1","NZMS"
"0.631794354436018","1","NZMS"
"0.646129108863679","1","NZMS"
"0.666543960528684","1","NZMS"
"0.66952219293024","1","NZMS"
"0.656315134680109","1","NZMS"
"0.644099490202605","1","NZMS"
"0.633015487831942","1","NZMS"
"0.624593909165101","1","NZMS"
"0.621924462822947","1","NZMS"
"0.623203881601662","1","NZMS"
"0.622621766851669","1","NZMS"
"0.626206612995119","1","NZMS"
"0.630804108786024","1","NZMS"
"0.635965819915966","1","NZMS"
"0.642286494843862","1","NZMS"
"0.626908524328822","1","NZMS"
"0.611688871160305","1","NZMS"
"0.606121611563021","1","NZMS"
"0.604687783174745","1","NZMS"
