"percapita","temperature","taxa"
"0.798366596538815","1","NZMS"
"0.80424544776172","1","NZMS"
"0.810763723493205","1","NZMS"
"0.81735618944082","1","NZMS"
"0.82350334731753","1","NZMS"
"0.828069945269607","1","NZMS"
"0.83843043912811","1","NZMS"
"0.847952834624907","1","NZMS"
"0.852819817949061","1","NZMS"
"0.854185052595612","1","NZMS"
"0.855390230549929","1","NZMS"
"0.854291363846629","1","NZMS"
"0.852987192053114","1","NZMS"
"0.851729905638532","1","NZMS"
"0.842476415215956","1","NZMS"
"0.832538111190335","1","NZMS"
"0.828149432456227","1","NZMS"
"0.81993281802199","1","NZMS"
"0.815990006380334","1","NZMS"
"0.806374546594775","1","NZMS"
"0.798634769597549","1","NZMS"
"0.791913063284446","1","NZMS"
"0.790666006570424","1","NZMS"
"0.789551710691761","1","NZMS"
"0.789677056775079","1","NZMS"
"0.793225547826653","1","NZMS"
"0.79859872232809","1","NZMS"
"0.80460920430306","1","NZMS"
"0.811034324872837","1","NZMS"
"0.817651204036417","1","NZMS"
"0.823796803371467","1","NZMS"
"0.828361430652102","1","NZMS"
"0.838542069395868","1","NZMS"
"0.847970230720177","1","NZMS"
"0.852850747519464","1","NZMS"
"0.854164957602716","1","NZMS"
"0.855479559412916","1","NZMS"
"0.854219090611874","1","NZMS"
"0.853009129158987","1","NZMS"
"0.851903342503788","1","NZMS"
"0.842687115279184","1","NZMS"
"0.832540936811179","1","NZMS"
"0.827963117526416","1","NZMS"
"0.820113514875096","1","NZMS"
"0.816252147990285","1","NZMS"
"0.806590709993239","1","NZMS"
"0.798504552221969","1","NZMS"
"0.791871973075557","1","NZMS"
"0.790436578488869","1","NZMS"
"0.789080175310782","1","NZMS"
"0.791019860031533","1","NZMS"
"0.793441175796458","1","NZMS"
"0.7987496774513","1","NZMS"
"0.80429221528229","1","NZMS"
"0.810556053920284","1","NZMS"
"0.817195045014141","1","NZMS"
"0.823343505843279","1","NZMS"
"0.82791158179546","1","NZMS"
"0.838337819560836","1","NZMS"
"0.847897584635223","1","NZMS"
"0.852767946983165","1","NZMS"
"0.854124559948423","1","NZMS"
"0.855328042931489","1","NZMS"
"0.854308897453922","1","NZMS"
"0.852695279567696","1","NZMS"
"0.851755284356299","1","NZMS"
"0.842360378198313","1","NZMS"
"0.832630897581879","1","NZMS"
"0.827489152119536","1","NZMS"
"0.820269148834417","1","NZMS"
"0.815676399391002","1","NZMS"
"0.806275495239847","1","NZMS"
"0.798358651520409","1","NZMS"
"0.792447387512584","1","NZMS"
"0.790717969226073","1","NZMS"
"0.789323714459142","1","NZMS"
"0.790465683001732","1","NZMS"
"0.792467268023967","1","NZMS"
"0.797199742789538","1","NZMS"
"0.803776890857956","1","NZMS"
"0.810372343788491","1","NZMS"
"0.817056873697068","1","NZMS"
"0.823229699568776","1","NZMS"
"0.827819760335989","1","NZMS"
"0.838410494644472","1","NZMS"
"0.848124828516777","1","NZMS"
"0.853024837487603","1","NZMS"
"0.8543739053034","1","NZMS"
"0.855604312996142","1","NZMS"
"0.854465834916416","1","NZMS"
"0.853126428713503","1","NZMS"
"0.851916916981216","1","NZMS"
"0.842620265843681","1","NZMS"
"0.832843935242243","1","NZMS"
"0.827849080411967","1","NZMS"
"0.819957669639464","1","NZMS"
"0.815976796421975","1","NZMS"
"0.806548735039487","1","NZMS"
"0.799049440272962","1","NZMS"
"0.791562074569508","1","NZMS"
"0.791414329482743","1","NZMS"
"0.789765861248592","1","NZMS"
"0.790862969903506","1","NZMS"
"0.793582849523854","1","NZMS"
"0.797683462006284","1","NZMS"
"0.804030946352176","1","NZMS"
"0.810704473413049","1","NZMS"
"0.817279148385707","1","NZMS"
"0.823428837839981","1","NZMS"
"0.827997843266399","1","NZMS"
"0.838452644216018","1","NZMS"
"0.848033184800471","1","NZMS"
"0.852890112174403","1","NZMS"
"0.854277528084979","1","NZMS"
"0.855413386881281","1","NZMS"
"0.854322281511575","1","NZMS"
"0.853156242275979","1","NZMS"
"0.851457068442681","1","NZMS"
"0.84261427270571","1","NZMS"
"0.833209517149111","1","NZMS"
"0.827592403215341","1","NZMS"
"0.819860781815077","1","NZMS"
"0.815102494981376","1","NZMS"
"0.806001401395234","1","NZMS"
"0.798933083142624","1","NZMS"
"0.793347666712369","1","NZMS"
"0.791622496234361","1","NZMS"
"0.78903630151028","1","NZMS"
"0.789427359376531","1","NZMS"
"0.792599885654304","1","NZMS"
"0.798011597102792","1","NZMS"
"0.803910825081022","1","NZMS"
"0.810435337383579","1","NZMS"
"0.817132301025682","1","NZMS"
"0.823298710173645","1","NZMS"
"0.827882903989445","1","NZMS"
"0.838411532768436","1","NZMS"
"0.848104315783517","1","NZMS"
"0.852994183901999","1","NZMS"
"0.854325683283258","1","NZMS"
"0.85553313243723","1","NZMS"
"0.854460863289385","1","NZMS"
"0.853086628413341","1","NZMS"
"0.851740134571624","1","NZMS"
"0.842485376719592","1","NZMS"
"0.833132351676102","1","NZMS"
"0.827933490299673","1","NZMS"
"0.82005282487355","1","NZMS"
"0.815340433186163","1","NZMS"
"0.806230156010641","1","NZMS"
"0.798644732615686","1","NZMS"
"0.792087234552613","1","NZMS"
"0.790267735837809","1","NZMS"
"0.789079055708204","1","NZMS"
"0.790432450813274","1","NZMS"
"0.792572654095294","1","NZMS"
"0.797799958688511","1","NZMS"
"0.803909750174506","1","NZMS"
"0.810454300322724","1","NZMS"
"0.817149112098777","1","NZMS"
"0.823317928850829","1","NZMS"
"0.827904235049945","1","NZMS"
"0.838537385507304","1","NZMS"
"0.848255660012912","1","NZMS"
"0.853132572363491","1","NZMS"
"0.85450911061866","1","NZMS"
"0.855633970210499","1","NZMS"
"0.854581319624871","1","NZMS"
"0.853167313737666","1","NZMS"
"0.852326201697861","1","NZMS"
"0.842772167847934","1","NZMS"
"0.832726136838791","1","NZMS"
"0.828124123381753","1","NZMS"
