"propadult","temperature","taxa"
"0.0503036645798738","1","CHIR"
"0.0168063808502115","1","CHIR"
"0.0122978510680331","1","CHIR"
"0.0190317100518594","1","CHIR"
"0.0264522596876401","1","CHIR"
"0.00844299551219962","1","CHIR"
"0.00576679952883768","1","CHIR"
"0.0234213249051185","1","CHIR"
"0.0365993951583264","1","CHIR"
"0.00779103983853919","1","CHIR"
"0.0073336877780326","1","CHIR"
"0.034957288243478","1","CHIR"
"0.0512048862401382","1","CHIR"
"0.00906205917919096","1","CHIR"
"0.012177490430023","1","CHIR"
"0.0747248514832621","1","CHIR"
"0.0920829814791431","1","CHIR"
"0.0474740458100351","1","CHIR"
"0.00819751849612856","1","CHIR"
"0.0158114982755747","1","CHIR"
"0.0911148671821019","1","CHIR"
"0.104279746977237","1","CHIR"
"0.0468218839640523","1","CHIR"
"0.012330444779512","1","CHIR"
"0.0247675268673506","1","CHIR"
"0.0901386328816532","1","CHIR"
"0.0951199930520208","1","CHIR"
"0.0316861964102833","1","CHIR"
"0.00810573131035852","1","CHIR"
"0.0160024822745238","1","CHIR"
"0.029898907083259","1","CHIR"
"0.00886146177178205","1","CHIR"
"0.00567079934459046","1","CHIR"
"0.0143928091288527","1","CHIR"
"0.0207827713076925","1","CHIR"
"0.0150530307035954","1","CHIR"
"0.00913961387345841","1","CHIR"
"0.0191911199284374","1","CHIR"
"0.038216534685531","1","CHIR"
"0.0175840813387555","1","CHIR"
"0.0213439131581407","1","CHIR"
"0.0378291320426118","1","CHIR"
"0.0521662202153944","1","CHIR"
"0.059405759572013","1","CHIR"
"0.0105727630149625","1","CHIR"
"0.0152413507203307","1","CHIR"
"0.0810581998919432","1","CHIR"
"0.0918887926564894","1","CHIR"
"0.0479726380376319","1","CHIR"
"0.0172382033240219","1","CHIR"
"0.0312130245863556","1","CHIR"
"0.0423993215144686","1","CHIR"
"0.0417667990441615","1","CHIR"
"0.0524982722247868","1","CHIR"
"0.0138684862268169","1","CHIR"
"0.00600149901458203","1","CHIR"
"0.0150549896216729","1","CHIR"
"0.0272250828191768","1","CHIR"
"0.00902791777499197","1","CHIR"
"0.00749572163822742","1","CHIR"
"0.00470516952200676","1","CHIR"
"0.0256764447989462","1","CHIR"
"0.0158295091333232","1","CHIR"
"0.0106204138715286","1","CHIR"
"0.0335745599363622","1","CHIR"
"0.0319486242447945","1","CHIR"
"0.018540898560561","1","CHIR"
"0.0216996292993081","1","CHIR"
"0.055937730699389","1","CHIR"
"0.0365418747694871","1","CHIR"
"0.0298666234594435","1","CHIR"
"0.056588614593296","1","CHIR"
"0.0378504814440094","1","CHIR"
"0.0282879723563908","1","CHIR"
"0.0248987636972849","1","CHIR"
"0.0366187169789221","1","CHIR"
"0.0711411477480924","1","CHIR"
"0.0287053144547508","1","CHIR"
"0.031073984700678","1","CHIR"
"0.0320684969191439","1","CHIR"
"0.0205448361040324","1","CHIR"
"0.0103236089318611","1","CHIR"
"0.0163860339707431","1","CHIR"
"0.0165997166537901","1","CHIR"
"0.0075146573757995","1","CHIR"
"0.0163451149060268","1","CHIR"
"0.0301100891344679","1","CHIR"
"0.0110465323302443","1","CHIR"
"0.00888459430877285","1","CHIR"
"0.0228959959294334","1","CHIR"
"0.0384268948270394","1","CHIR"
"0.0128624304553013","1","CHIR"
"0.0149130977424182","1","CHIR"
"0.0573650066892122","1","CHIR"
"0.0785773739942341","1","CHIR"
"0.0347277077752631","1","CHIR"
"0.0100719858118281","1","CHIR"
"0.0236430716464022","1","CHIR"
"0.0866423470007043","1","CHIR"
"0.0848272570224079","1","CHIR"
"0.0334421193866199","1","CHIR"
"0.0131437874128838","1","CHIR"
"0.0301441430563182","1","CHIR"
"0.0830220164914797","1","CHIR"
"0.0789661060939731","1","CHIR"
"0.0267264062440168","1","CHIR"
"0.00736797835782074","1","CHIR"
"0.0150062138271038","1","CHIR"
"0.03193646685542","1","CHIR"
"0.0108449340597341","1","CHIR"
"0.00488935792500836","1","CHIR"
"0.012966532988504","1","CHIR"
"0.0268199967244314","1","CHIR"
"0.0152436357016313","1","CHIR"
"0.00818550647792839","1","CHIR"
"0.0190378041245606","1","CHIR"
"0.0421131804502657","1","CHIR"
"0.018770602593155","1","CHIR"
"0.0182998584485442","1","CHIR"
"0.0429416661378075","1","CHIR"
"0.0613210562102871","1","CHIR"
"0.0616623243596209","1","CHIR"
"0.010639412976883","1","CHIR"
"0.0145478384865787","1","CHIR"
"0.0796524516808829","1","CHIR"
"0.0881316929340724","1","CHIR"
"0.0607394152559635","1","CHIR"
"0.0142935821271253","1","CHIR"
"0.0213754900570086","1","CHIR"
"0.0613037927155824","1","CHIR"
"0.0621104391490349","1","CHIR"
"0.0499774678524993","1","CHIR"
"0.00849822073063687","1","CHIR"
"0.00736808007540172","1","CHIR"
"0.0247390051777398","1","CHIR"
"0.0218245274372043","1","CHIR"
"0.00579549360876036","1","CHIR"
"0.00923994093000971","1","CHIR"
"0.00524896907770527","1","CHIR"
"0.0196114655296659","1","CHIR"
"0.0208223675942298","1","CHIR"
"0.0119371749305016","1","CHIR"
"0.0274266606456493","1","CHIR"
"0.0244111482504749","1","CHIR"
"0.0258613128278457","1","CHIR"
"0.0271998934984644","1","CHIR"
"0.0444646154646448","1","CHIR"
"0.0277661014473728","1","CHIR"
"0.0294462338906879","1","CHIR"
"0.0681329584901014","1","CHIR"
"0.0333102007065061","1","CHIR"
"0.0329841831860447","1","CHIR"
"0.0244004585199447","1","CHIR"
"0.0299823768673605","1","CHIR"
"0.076417366422314","1","CHIR"
"0.0377151524216678","1","CHIR"
"0.0407518154990094","1","CHIR"
"0.0232843590769979","1","CHIR"
"0.0161212983079565","1","CHIR"
"0.0139745239337606","1","CHIR"
"0.0209166112267615","1","CHIR"
"0.0114757866230217","1","CHIR"
"0.00661267056510428","1","CHIR"
"0.0198332104699784","1","CHIR"
"0.033127283470575","1","CHIR"
"0.009026599289655","1","CHIR"
"0.00873931787010953","1","CHIR"
"0.0269920091772822","1","CHIR"
"0.0415899615883703","1","CHIR"
"0.0118452898651471","1","CHIR"
"0.0128291997421009","1","CHIR"
"0.0599565268650245","1","CHIR"
"0.0943214281350833","1","CHIR"
"0.0551721638694995","1","CHIR"
"0.00802499467821034","1","CHIR"
"0.0141719389086301","1","CHIR"
"0.0904107485849266","1","CHIR"
"0.101729050228514","1","CHIR"
"0.0551058644486831","1","CHIR"
"0.0117624549692416","1","CHIR"
"0.0201164034499321","1","CHIR"
"0.0887377497775168","1","CHIR"
"0.0936518862664453","1","CHIR"
"0.0399004515777721","1","CHIR"
"0.00641114181606669","1","CHIR"
"0.0108589119352383","1","CHIR"
"0.0351506813839298","1","CHIR"
"0.0138047977936488","1","CHIR"
"0.00447242193290388","1","CHIR"
"0.0102608760153745","1","CHIR"
"0.0261570046669793","1","CHIR"
"0.0213821423882403","1","CHIR"
"0.00789294774813129","1","CHIR"
"0.0146553892513559","1","CHIR"
"0.0409694359582224","1","CHIR"
"0.0247053731963876","1","CHIR"
"0.0208926365779832","1","CHIR"
"0.0331695731319214","1","CHIR"
"0.0564638622559828","1","CHIR"
"0.0611738009353398","1","CHIR"
"0.010796125485367","1","CHIR"
"0.0154537996579377","1","CHIR"
"0.0804758766497007","1","CHIR"
"0.0849195754854017","1","CHIR"
"0.0554860809804617","1","CHIR"
"0.0151719329534517","1","CHIR"
"0.0234034941328483","1","CHIR"
"0.0529975212560444","1","CHIR"
"0.0533329245451226","1","CHIR"
"0.0565118134002864","1","CHIR"
"0.00902347604125641","1","CHIR"
"0.0058823456732144","1","CHIR"
"0.0222334494741058","1","CHIR"
"0.02994534726978","1","CHIR"
"0.00625918536625676","1","CHIR"
"0.00754813798265895","1","CHIR"
"0.00645805784887711","1","CHIR"
"0.0259071576251019","1","CHIR"
"0.0157706279017286","1","CHIR"
"0.0109782712643667","1","CHIR"
"0.0343485275425851","1","CHIR"
"0.0228731208881693","1","CHIR"
"0.0200188177636206","1","CHIR"
"0.0321124945914403","1","CHIR"
"0.0598048183782293","1","CHIR"
"0.024409197418906","1","CHIR"
"0.0227748686040039","1","CHIR"
"0.0635509954557811","1","CHIR"
"0.0475954777514714","1","CHIR"
"0.0410906784570496","1","CHIR"
"0.0188110251755266","1","CHIR"
"0.0236382956608689","1","CHIR"
"0.0733802937248485","1","CHIR"
"0.0437116620809448","1","CHIR"
"0.0457574636410558","1","CHIR"
"0.0206347158559269","1","CHIR"
"0.0138162323700555","1","CHIR"
