"biomass","temperature","taxa"
"2315.26434472168","1","BAET"
"2309.51189578172","1","BAET"
"2311.8186758697","1","BAET"
"2312.63191260789","1","BAET"
"2311.4209491431","1","BAET"
"2307.43595680475","1","BAET"
"2314.95205988593","1","BAET"
"2316.18052343946","1","BAET"
"2308.46067534874","1","BAET"
"2309.82780959985","1","BAET"
"2308.44792495032","1","BAET"
"2305.87673309581","1","BAET"
"2311.73343632866","1","BAET"
"2313.74784232633","1","BAET"
"2309.78919382205","1","BAET"
"2308.94967288093","1","BAET"
"2312.48342507089","1","BAET"
"2310.83013018794","1","BAET"
"2314.72015163792","1","BAET"
"2317.15151373675","1","BAET"
"2313.21801828243","1","BAET"
"2310.91262651212","1","BAET"
"2312.83698175949","1","BAET"
"2316.86534725632","1","BAET"
"2315.97420091728","1","BAET"
"2309.10824993108","1","BAET"
"2317.43872073117","1","BAET"
"2312.12833737318","1","BAET"
"2315.61421066613","1","BAET"
"2313.06532644258","1","BAET"
"2310.48195060787","1","BAET"
"2312.63197690388","1","BAET"
"2310.48925955078","1","BAET"
"2311.87272582298","1","BAET"
"2307.64234734357","1","BAET"
"2307.66093419377","1","BAET"
"2305.17907309351","1","BAET"
"2308.05757659026","1","BAET"
"2305.85517902368","1","BAET"
"2312.31298935145","1","BAET"
"2311.60489667158","1","BAET"
"2307.43376917437","1","BAET"
"2305.60223203886","1","BAET"
"2307.8149810099","1","BAET"
"2312.57857286148","1","BAET"
"2309.15903721603","1","BAET"
"2313.08438508397","1","BAET"
"2306.68508878832","1","BAET"
"2313.3065481526","1","BAET"
"2308.91071507245","1","BAET"
"2307.25045338367","1","BAET"
"2310.37255144734","1","BAET"
"2317.65285572866","1","BAET"
"2308.62469618276","1","BAET"
"2304.26109313625","1","BAET"
"2315.48130761176","1","BAET"
"2313.85642262503","1","BAET"
"2311.8153810207","1","BAET"
"2303.23052112804","1","BAET"
"2306.49671286173","1","BAET"
"2315.50899261869","1","BAET"
"2312.997351254","1","BAET"
"2306.63532718344","1","BAET"
"2308.61103017977","1","BAET"
"2314.74170292039","1","BAET"
"2316.20033679618","1","BAET"
"2309.82427850671","1","BAET"
"2310.01670469919","1","BAET"
"2307.63140886414","1","BAET"
"2300.78429486909","1","BAET"
"2305.57256946813","1","BAET"
"2307.41412696532","1","BAET"
"2319.10499694708","1","BAET"
"2309.09750241442","1","BAET"
"2307.19238273393","1","BAET"
"2313.53670562299","1","BAET"
"2310.96429118019","1","BAET"
"2313.68759679427","1","BAET"
"2312.56798931151","1","BAET"
"2314.60143322662","1","BAET"
"2305.43577359648","1","BAET"
"2311.28020187915","1","BAET"
"2312.48012135264","1","BAET"
"2312.98303911962","1","BAET"
"2309.66238916888","1","BAET"
"2310.87039927449","1","BAET"
"2306.88586835725","1","BAET"
"2308.47885087884","1","BAET"
"2313.63405922264","1","BAET"
"2302.1688605698","1","BAET"
"2307.47311795024","1","BAET"
"2308.98255901637","1","BAET"
"2310.9566027756","1","BAET"
"2308.57690642107","1","BAET"
"2306.53872267388","1","BAET"
"2309.71021339395","1","BAET"
"2310.15259876852","1","BAET"
"2313.59019096291","1","BAET"
"2312.99197885289","1","BAET"
"2312.8393526068","1","BAET"
"2313.15149095185","1","BAET"
"2308.05578069907","1","BAET"
"2312.35931700309","1","BAET"
"2315.54155202407","1","BAET"
"2312.55863075235","1","BAET"
"2314.15109970502","1","BAET"
"2312.82455750991","1","BAET"
"2311.8655655401","1","BAET"
"2310.1073062454","1","BAET"
"2312.25200950198","1","BAET"
"2305.67513623803","1","BAET"
"2311.06711190301","1","BAET"
"2312.64792794731","1","BAET"
"2310.12119910974","1","BAET"
"2314.78236413178","1","BAET"
"2305.96891114425","1","BAET"
"2313.66420294646","1","BAET"
"2305.65511581813","1","BAET"
"2315.68832761151","1","BAET"
"2308.87850734689","1","BAET"
"2310.34373840338","1","BAET"
"2305.0822391739","1","BAET"
"2312.20720086164","1","BAET"
"2311.70264588089","1","BAET"
"2304.54630295157","1","BAET"
"2311.75308802542","1","BAET"
"2312.92029220076","1","BAET"
"2308.50905719847","1","BAET"
"2314.54428375252","1","BAET"
"2315.32588099004","1","BAET"
"2305.92062357779","1","BAET"
"2309.41556397226","1","BAET"
"2309.57663592855","1","BAET"
"2312.69336602849","1","BAET"
"2310.09716167005","1","BAET"
"2313.79364394278","1","BAET"
"2309.19306404005","1","BAET"
"2309.56147699409","1","BAET"
"2315.58052778004","1","BAET"
"2309.64189599516","1","BAET"
"2314.42300767226","1","BAET"
"2309.63420295523","1","BAET"
"2310.14803561679","1","BAET"
"2310.70811450637","1","BAET"
"2301.84437500837","1","BAET"
"2312.901727007","1","BAET"
"2312.83105835723","1","BAET"
"2309.68080446217","1","BAET"
"2309.58970260836","1","BAET"
"2310.26035429189","1","BAET"
"2307.38857543368","1","BAET"
"2315.67266886685","1","BAET"
"2312.20566291514","1","BAET"
"2315.09987753296","1","BAET"
"2314.05878270334","1","BAET"
"2307.41575094543","1","BAET"
"2314.24103859072","1","BAET"
"2313.76467192335","1","BAET"
"2307.57172165443","1","BAET"
"2313.9572160106","1","BAET"
"2314.79704189243","1","BAET"
"2314.41042983449","1","BAET"
"2305.68022727209","1","BAET"
"2314.78335735008","1","BAET"
"2311.85008026285","1","BAET"
"2310.97150736557","1","BAET"
"2315.14923195045","1","BAET"
"2311.26522249091","1","BAET"
"2312.04097188574","1","BAET"
"2312.15846774525","1","BAET"
"2306.261956927","1","BAET"
"2311.8959124446","1","BAET"
"2319.43956117549","1","BAET"
"2308.65326530908","1","BAET"
"2309.82783260989","1","BAET"
"2311.91871102182","1","BAET"
"2310.90044171547","1","BAET"
"2310.64541113878","1","BAET"
"2313.82718714772","1","BAET"
"2320.02112154531","1","BAET"
"2313.68322960913","1","BAET"
"2312.0635076753","1","BAET"
"2311.40134447536","1","BAET"
"2313.99908915205","1","BAET"
"2310.9074497106","1","BAET"
"2311.6268544468","1","BAET"
"2309.61370216205","1","BAET"
"2311.06375893406","1","BAET"
"2309.52014539237","1","BAET"
"2306.88973769652","1","BAET"
"2314.58527966369","1","BAET"
"2309.95905273993","1","BAET"
"2311.58942117731","1","BAET"
"2308.8215725837","1","BAET"
"2309.21076488334","1","BAET"
"2307.90142538044","1","BAET"
"2304.44092888146","1","BAET"
"2312.60392170008","1","BAET"
"2313.70244084994","1","BAET"
"2317.76286400161","1","BAET"
"2314.44135283561","1","BAET"
"2305.78972009267","1","BAET"
"2311.55223791461","1","BAET"
"2313.72537318505","1","BAET"
"2315.87672542842","1","BAET"
"2307.08548145816","1","BAET"
"2306.58323929512","1","BAET"
"2314.98759080025","1","BAET"
"2311.73237684424","1","BAET"
"2313.80462334096","1","BAET"
"2313.72871713918","1","BAET"
"2315.61247210377","1","BAET"
"2313.33015715731","1","BAET"
"2313.76040649598","1","BAET"
"2314.10971964706","1","BAET"
"2307.49938575695","1","BAET"
"2316.65981070705","1","BAET"
"2306.44086602678","1","BAET"
"2308.77095881153","1","BAET"
"2304.7081961319","1","BAET"
"2309.11566051244","1","BAET"
"2313.38955273398","1","BAET"
"2316.70650477051","1","BAET"
"2311.77713093191","1","BAET"
"2310.07713463394","1","BAET"
"2307.99182375179","1","BAET"
"2308.82284092298","1","BAET"
"2308.63305710231","1","BAET"
"2310.5336638719","1","BAET"
"2308.18915513764","1","BAET"
"2305.16576695126","1","BAET"
"2310.82174635033","1","BAET"
"2311.74217532403","1","BAET"
"2309.03875503325","1","BAET"
"2309.05646971466","1","BAET"
"2307.7505347155","1","BAET"
"2314.02886666578","1","BAET"
"2308.92449598601","1","BAET"
"2307.37059063052","1","BAET"
"2309.3092551595","1","BAET"
"2310.00909712457","1","BAET"
"2311.43309253947","1","BAET"
"2314.57425940565","1","BAET"
"2315.30535962711","1","BAET"
"2310.91405055657","1","BAET"
"2309.72327934983","1","BAET"
"2304.67232703906","1","BAET"
"2306.35761491314","1","BAET"
"2309.08022862622","1","BAET"
"2313.15310271353","1","BAET"
"2315.55745608959","1","BAET"
"2318.52677591012","1","BAET"
"2310.8550185382","1","BAET"
"2311.71683048892","1","BAET"
"2307.12016481626","1","BAET"
"2306.29935655029","1","BAET"
"2312.24680097435","1","BAET"
"2309.36466398129","1","BAET"
"2306.19031110499","1","BAET"
"2308.05933229042","1","BAET"
"2313.360976991","1","BAET"
"2312.7495973746","1","BAET"
"2309.94595231437","1","BAET"
"2303.6263767311","1","BAET"
"2307.33120976307","1","BAET"
"2308.50588151897","1","BAET"
"2314.87853360241","1","BAET"
"2306.39776604721","1","BAET"
"2319.38653274362","1","BAET"
"2308.88817030123","1","BAET"
"2313.6873541824","1","BAET"
"2307.81001817814","1","BAET"
"2311.27332488607","1","BAET"
"2307.33434755528","1","BAET"
"2314.77628793596","1","BAET"
"2312.33025579451","1","BAET"
"2314.65806769133","1","BAET"
"2307.78867743713","1","BAET"
"2310.13387776381","1","BAET"
"2310.9081225413","1","BAET"
"2314.00036192851","1","BAET"
"2309.71200624108","1","BAET"
"2309.3220960516","1","BAET"
"2310.81425048091","1","BAET"
"2310.55702110705","1","BAET"
"2305.70163352931","1","BAET"
"2306.78072075404","1","BAET"
"2311.3806073368","1","BAET"
"2321.74118165222","1","BAET"
"2313.38541273949","1","BAET"
"2317.33488212931","1","BAET"
"2314.54656508019","1","BAET"
"2312.74621774894","1","BAET"
"2314.48954708192","1","BAET"
"2304.46506836778","1","BAET"
"2310.53127995997","1","BAET"
"2309.78674527951","1","BAET"
"2313.55211106222","1","BAET"
"2309.53007491961","1","BAET"
"2309.34756259712","1","BAET"
"2313.05552804775","1","BAET"
"2316.17207353122","1","BAET"
"2303.82491092518","1","BAET"
"2307.41114639823","1","BAET"
"2306.41819520561","1","BAET"
"2313.21592132219","1","BAET"
"2311.72225998637","1","BAET"
"2309.21207657631","1","BAET"
"2306.07065550219","1","BAET"
"2305.55340775606","1","BAET"
"2308.90749705411","1","BAET"
"2306.33074149507","1","BAET"
"2308.54255747845","1","BAET"
"2315.22653130003","1","BAET"
"2313.02727889475","1","BAET"
"2310.3952330136","1","BAET"
"2313.13629091159","1","BAET"
"2311.57581476304","1","BAET"
"2312.22395559205","1","BAET"
"2303.41863872914","1","BAET"
"2312.97836779289","1","BAET"
"2317.74178870651","1","BAET"
"2312.28368382957","1","BAET"
"2308.60678098199","1","BAET"
"2309.07582827452","1","BAET"
"2317.52269991093","1","BAET"
"2311.02518333639","1","BAET"
"2306.28017677517","1","BAET"
"2312.25355102473","1","BAET"
"2312.19586877752","1","BAET"
"2308.81680360846","1","BAET"
"2308.98186748157","1","BAET"
"2312.3783920348","1","BAET"
"2309.63868276767","1","BAET"
"2310.81230978641","1","BAET"
"2310.81876214112","1","BAET"
"2318.76322109311","1","BAET"
"2313.31743816546","1","BAET"
"2310.5035386308","1","BAET"
"2308.98753001793","1","BAET"
"2310.06749810621","1","BAET"
"2311.74741879624","1","BAET"
"2313.73937135693","1","BAET"
"2305.21462685709","1","BAET"
"2305.46913553327","1","BAET"
"2314.27315762357","1","BAET"
"2311.66241174415","1","BAET"
"2307.14143667773","1","BAET"
"2316.25904526233","1","BAET"
"2304.5281176848","1","BAET"
"2309.75454592537","1","BAET"
"2307.96021229481","1","BAET"
"2310.44002548942","1","BAET"
"2309.38579996893","1","BAET"
"2311.42342675136","1","BAET"
"2315.21663579353","1","BAET"
"2305.96388988277","1","BAET"
"2310.01824734915","1","BAET"
"2308.85271175391","1","BAET"
"2310.9988897677","1","BAET"
"2314.46915940388","1","BAET"
"2311.72773736839","1","BAET"
"2308.6760003156","1","BAET"
"2314.48195984273","1","BAET"
"2309.07985930988","1","BAET"
"2310.15672005463","1","BAET"
"2307.03936222251","1","BAET"
"2309.34458656841","1","BAET"
"2312.43176057769","1","BAET"
"2307.03286861169","1","BAET"
"2319.7534868393","1","BAET"
"2310.19386952553","1","BAET"
"2313.21123241891","1","BAET"
"2313.86133796985","1","BAET"
"2309.58701379702","1","BAET"
"2317.07135706735","1","BAET"
"2310.94351377261","1","BAET"
"2307.30054554371","1","BAET"
"2313.19478153911","1","BAET"
"2311.43179380622","1","BAET"
"2314.55933725215","1","BAET"
"2307.67358167611","1","BAET"
"2316.35648079669","1","BAET"
"2312.8366136997","1","BAET"
"2310.90074891368","1","BAET"
"2317.02771509519","1","BAET"
"2314.57221620656","1","BAET"
"2309.67592372645","1","BAET"
"2313.17510984038","1","BAET"
"2311.40686456296","1","BAET"
"2309.54807459499","1","BAET"
"2309.36342000525","1","BAET"
"2308.73847670158","1","BAET"
"2306.12366953791","1","BAET"
"2307.55788879493","1","BAET"
"2309.26953520655","1","BAET"
"2314.33433744943","1","BAET"
"2314.74826213091","1","BAET"
"2313.16831053558","1","BAET"
"2308.07800530021","1","BAET"
"2307.82516672619","1","BAET"
"2307.9440007787","1","BAET"
"2307.91664479509","1","BAET"
"2311.62916238445","1","BAET"
"2306.49457842928","1","BAET"
"2310.81692429265","1","BAET"
"2313.58706083166","1","BAET"
"2310.76673222179","1","BAET"
"2308.55352216313","1","BAET"
"2305.05730263388","1","BAET"
"2311.43163586231","1","BAET"
"2308.22877685401","1","BAET"
"2305.92144271819","1","BAET"
"2315.79821462499","1","BAET"
"2307.39196810699","1","BAET"
"2313.43663469012","1","BAET"
"2307.62566338702","1","BAET"
"2312.7478564015","1","BAET"
"2308.47043613537","1","BAET"
"2312.25844547842","1","BAET"
"2304.93535462263","1","BAET"
"2313.8955984532","1","BAET"
"2308.13402846679","1","BAET"
"2309.6023505519","1","BAET"
"2314.49785218881","1","BAET"
"2312.03276344701","1","BAET"
"2315.81207096663","1","BAET"
"2310.75184699259","1","BAET"
"2314.96116931678","1","BAET"
"2305.91190341656","1","BAET"
"2309.29769029812","1","BAET"
"2310.48027046538","1","BAET"
"2311.99870355818","1","BAET"
"2310.02171095992","1","BAET"
"2314.90592414005","1","BAET"
"2313.47335193291","1","BAET"
"2313.69203645621","1","BAET"
"2313.14805603135","1","BAET"
"2310.81135934571","1","BAET"
"2309.70641705141","1","BAET"
"2310.44733304303","1","BAET"
"2317.06434066896","1","BAET"
"2308.96922362791","1","BAET"
"2308.72478700844","1","BAET"
"2312.44850421567","1","BAET"
"2311.18156216998","1","BAET"
"2308.71269326956","1","BAET"
"2304.79620197717","1","BAET"
"2312.20032748473","1","BAET"
"2311.33666166515","1","BAET"
"2309.19046677405","1","BAET"
"2316.08232050398","1","BAET"
"2314.06230974885","1","BAET"
"2312.25138840161","1","BAET"
"2317.47229655991","1","BAET"
"2308.02168532778","1","BAET"
"2310.87350958665","1","BAET"
"2309.71391918341","1","BAET"
"2313.283663325","1","BAET"
"2313.94585768616","1","BAET"
"2306.03027928062","1","BAET"
"2309.97767767585","1","BAET"
"2309.55323299476","1","BAET"
"2309.83036800106","1","BAET"
"2311.18105065382","1","BAET"
"2311.21095266877","1","BAET"
"2310.64929738304","1","BAET"
"2310.84606396914","1","BAET"
"2310.81395418621","1","BAET"
"2314.63175498302","1","BAET"
"2309.26738743789","1","BAET"
"2303.22284260155","1","BAET"
"2315.83979048041","1","BAET"
"2310.33292139457","1","BAET"
"2312.34773539578","1","BAET"
"2305.7815772564","1","BAET"
"2309.42236535855","1","BAET"
"2313.08548991136","1","BAET"
"2314.79984740202","1","BAET"
"2308.820009535","1","BAET"
"2311.78157856463","1","BAET"
"2307.10632945727","1","BAET"
"2306.43456870845","1","BAET"
"2310.40771314559","1","BAET"
"2305.94720048309","1","BAET"
"2314.97803026658","1","BAET"
"2312.30193257886","1","BAET"
"2306.76258630119","1","BAET"
"2311.34071152314","1","BAET"
"2315.14982381285","1","BAET"
"2312.15871477263","1","BAET"
"2308.69470253295","1","BAET"
"2310.64043114247","1","BAET"
"2308.22367373189","1","BAET"
"2314.3360145163","1","BAET"
"2307.83936693657","1","BAET"
"2314.17980829537","1","BAET"
"2316.22695755187","1","BAET"
"2317.76959226458","1","BAET"
"2309.16605592142","1","BAET"
"2314.59857681016","1","BAET"
"2315.76037989613","1","BAET"
"2313.61842671254","1","BAET"
"2316.44537841411","1","BAET"
"2311.03523802942","1","BAET"
"2312.91698346875","1","BAET"
"2309.98059945991","1","BAET"
"2312.31050465326","1","BAET"
"2310.78496811923","1","BAET"
"2315.23819951019","1","BAET"
"2311.5490760299","1","BAET"
"2311.51395429485","1","BAET"
"2306.7552917674","1","BAET"
"2305.41465112063","1","BAET"
"2310.34301193679","1","BAET"
"2305.59923859111","1","BAET"
"2310.63740118977","1","BAET"
"2307.14498585538","1","BAET"
"2314.41317043034","1","BAET"
"2308.55998452694","1","BAET"
"2312.246249113","1","BAET"
"2313.02334318761","1","BAET"
"2311.62906995414","1","BAET"
"2312.84750275594","1","BAET"
"2306.26551748982","1","BAET"
"2317.12975394531","1","BAET"
"2321.15536308672","1","BAET"
"2308.11977141372","1","BAET"
"2303.62028805042","1","BAET"
"2313.9868454116","1","BAET"
"2300.756404573","1","BAET"
"2307.99189707519","1","BAET"
"2314.62642008136","1","BAET"
"2312.44870188025","1","BAET"
"2314.70074977021","1","BAET"
"2313.22571071192","1","BAET"
"2309.44003154563","1","BAET"
"2306.2774508881","1","BAET"
"2310.98447655989","1","BAET"
"2316.3790525869","1","BAET"
"2300.24039691008","1","BAET"
"2309.59306728447","1","BAET"
"2313.83752041309","1","BAET"
"2313.6835834894","1","BAET"
"2313.24220344573","1","BAET"
"2313.29618481583","1","BAET"
"2314.21635927586","1","BAET"
"2308.92164456126","1","BAET"
"2314.90642609118","1","BAET"
"2313.37247289103","1","BAET"
"2315.78517120463","1","BAET"
"2309.11463483173","1","BAET"
"2314.35755896697","1","BAET"
"2308.31579984425","1","BAET"
"2311.4826304719","1","BAET"
"2309.96395023466","1","BAET"
"2310.97656920708","1","BAET"
"2312.90517102503","1","BAET"
"2307.70949880124","1","BAET"
"2306.16190114177","1","BAET"
"2305.67890115191","1","BAET"
"2313.25155613332","1","BAET"
"2306.04880091447","1","BAET"
"2311.12934388801","1","BAET"
"2311.01468287238","1","BAET"
"2313.39330622378","1","BAET"
"2318.31291205969","1","BAET"
"2310.96179693934","1","BAET"
"2309.84056225164","1","BAET"
"2311.54661869212","1","BAET"
"2306.77133432192","1","BAET"
"2311.75050202702","1","BAET"
"2314.35259447884","1","BAET"
"2313.02909782331","1","BAET"
"2308.83578064231","1","BAET"
"2311.7415558748","1","BAET"
"2314.81676305863","1","BAET"
"2312.44398673974","1","BAET"
"2309.82430320472","1","BAET"
"2309.73973973093","1","BAET"
"2313.84412180843","1","BAET"
"2305.81960982569","1","BAET"
"2309.69493821147","1","BAET"
"2307.69506589236","1","BAET"
"2311.62531520717","1","BAET"
"2310.92896235659","1","BAET"
"2311.32643877702","1","BAET"
"2314.63587708679","1","BAET"
"2313.91023251111","1","BAET"
"2308.87539160435","1","BAET"
"2304.99948655646","1","BAET"
"2308.04737964044","1","BAET"
"2314.72619660912","1","BAET"
"2309.19094607096","1","BAET"
"2309.3843049325","1","BAET"
"2309.12269396336","1","BAET"
"2309.38925516666","1","BAET"
"2307.77782602085","1","BAET"
"2312.79065342346","1","BAET"
"2310.39639023538","1","BAET"
"2308.97844026504","1","BAET"
"2306.37763711245","1","BAET"
"2308.74717862677","1","BAET"
