"biomass","temperature","taxa"
"2356.07267451687","1","NZMS"
"2349.40340051483","1","NZMS"
"2356.33472001091","1","NZMS"
"2348.48108057388","1","NZMS"
"2359.19559993208","1","NZMS"
"2348.08504669356","1","NZMS"
"2352.68383470288","1","NZMS"
"2355.48074057231","1","NZMS"
"2360.15923685686","1","NZMS"
"2351.4655804437","1","NZMS"
"2352.61075401853","1","NZMS"
"2344.81595530186","1","NZMS"
"2358.55658835918","1","NZMS"
"2356.75702602604","1","NZMS"
"2346.24499195244","1","NZMS"
"2340.04882538997","1","NZMS"
"2352.04780134647","1","NZMS"
"2356.065340441","1","NZMS"
"2355.67182160287","1","NZMS"
"2360.0547272303","1","NZMS"
"2353.41745237327","1","NZMS"
"2334.24947475606","1","NZMS"
"2347.49064780793","1","NZMS"
"2365.73741453154","1","NZMS"
"2364.13418429795","1","NZMS"
"2352.16848401757","1","NZMS"
"2358.08770496462","1","NZMS"
"2347.93268373172","1","NZMS"
"2363.29417705196","1","NZMS"
"2350.70388835927","1","NZMS"
"2359.11731852086","1","NZMS"
"2351.36118005503","1","NZMS"
"2356.65764298819","1","NZMS"
"2342.23159610723","1","NZMS"
"2352.52815405427","1","NZMS"
"2363.53523647854","1","NZMS"
"2352.34160118541","1","NZMS"
"2357.71865171445","1","NZMS"
"2341.24529824391","1","NZMS"
"2350.99488210826","1","NZMS"
"2366.5951950207","1","NZMS"
"2381.31942648776","1","NZMS"
"2363.78598147978","1","NZMS"
"2351.18473476061","1","NZMS"
"2356.89287093371","1","NZMS"
"2362.21257522461","1","NZMS"
"2349.32681176367","1","NZMS"
"2347.11106731127","1","NZMS"
"2366.62117316763","1","NZMS"
"2364.82968100114","1","NZMS"
"2364.85704616521","1","NZMS"
"2349.40706359027","1","NZMS"
"2359.27500021541","1","NZMS"
"2365.38655538737","1","NZMS"
"2359.19658046633","1","NZMS"
"2363.45743645064","1","NZMS"
"2358.22585758955","1","NZMS"
"2359.04516329456","1","NZMS"
"2353.36856419363","1","NZMS"
"2342.66720012827","1","NZMS"
"2348.48841868036","1","NZMS"
"2356.54614387506","1","NZMS"
"2361.87588313028","1","NZMS"
"2352.49749188642","1","NZMS"
"2339.90695372747","1","NZMS"
"2347.4431646488","1","NZMS"
"2355.81666580869","1","NZMS"
"2364.15089395024","1","NZMS"
"2364.37369533221","1","NZMS"
"2347.83979873607","1","NZMS"
"2377.46250592828","1","NZMS"
"2360.92741595264","1","NZMS"
"2346.66587586943","1","NZMS"
"2354.21275933906","1","NZMS"
"2365.4354427881","1","NZMS"
"2358.84217424974","1","NZMS"
"2354.24250055697","1","NZMS"
"2342.62451302389","1","NZMS"
